row_id,source_file,source_kind,card_id,account,title,direction,category,entry_price,status,canon_action,short_offer
82,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-82,Nastya,Дополнительные опции,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
83,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-83,Nastya,Что нужно от клиента,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
84,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-84,Nastya,Теги,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
85,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-85,Nastya,Частые вопросы,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
86,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-86,Nastya,Вопрос 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
87,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-87,Nastya,Ответ 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
88,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-88,Nastya,Вопрос 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
89,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-89,Nastya,Ответ 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
90,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-90,Nastya,Вопрос 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
91,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-91,Nastya,Ответ 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
92,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-92,Nastya,Вопрос 4,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
93,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-93,Nastya,Ответ 4,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
94,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-94,Nastya,Вопрос 5,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
95,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-95,Nastya,Ответ 5,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
96,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-96,Nastya,Вопрос 6,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
97,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-97,Nastya,Ответ 6,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
98,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-6,Nastya,"Договоры, протоколы разногласий, УФАС, арбитражная логика",Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
99,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-99,Nastya,Заголовок,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
100,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-100,Nastya,Категория,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
101,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-101,Nastya,Описание,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
102,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-102,Nastya,Пакеты,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
103,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-103,Nastya,Дополнительные опции,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
104,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-104,Nastya,Что нужно от клиента,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
105,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-105,Nastya,Теги,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
106,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-106,Nastya,Частые вопросы,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
107,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-107,Nastya,Вопрос 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
108,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-108,Nastya,Ответ 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
109,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-109,Nastya,Вопрос 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
110,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-110,Nastya,Ответ 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
111,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-111,Nastya,Вопрос 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
112,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-112,Nastya,Ответ 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
113,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-113,Nastya,Вопрос 4,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
114,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-114,Nastya,Ответ 4,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
115,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-115,Nastya,Вопрос 5,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
116,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-116,Nastya,Ответ 5,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
117,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-117,Nastya,Вопрос 6,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
118,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-118,Nastya,Ответ 6,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
119,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-119,Nastya,Вопрос 7,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
120,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-120,Nastya,Ответ 7,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
121,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-121,Nastya,Вопрос 8,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
122,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-122,Nastya,Ответ 8,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
123,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-7,Nastya,"Тендеры, заявки, сертификация, пакеты документов",Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
124,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-124,Nastya,Заголовок,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
125,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-125,Nastya,Категория,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
126,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-126,Nastya,Описание,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
127,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-127,Nastya,Пакеты,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
128,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-128,Nastya,Дополнительные опции,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
129,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-129,Nastya,Что нужно от клиента,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
130,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-130,Nastya,Теги,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
131,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-131,Nastya,Частые вопросы,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
132,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-132,Nastya,Вопрос 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
133,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-133,Nastya,Ответ 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
134,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-134,Nastya,Вопрос 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
135,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-135,Nastya,Ответ 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
136,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-136,Nastya,Вопрос 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
137,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-137,Nastya,Ответ 3,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
138,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-138,Nastya,Вопрос 4,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
139,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-139,Nastya,Ответ 4,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
140,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-8,Nastya,"Карточки товаров, фото, описания, WordPress и SEO-публикации",Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
141,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-141,Nastya,Заголовок,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
142,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-142,Nastya,Категория,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
143,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-143,Nastya,Описание,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
144,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-144,Nastya,Пакеты,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
145,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-145,Nastya,Дополнительные опции,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
146,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-146,Nastya,Что нужно от клиента,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
147,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-147,Nastya,Теги,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
148,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-148,Nastya,Частые вопросы,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
149,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-149,Nastya,Вопрос 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
150,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-150,Nastya,Ответ 1,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
151,spouse_kwork/05_KWORK_FULL_COPY_CARDS_RU.md,markdown_cards,Nastya-151,Nastya,Вопрос 2,Прочее,,,needs_canon_rewrite,rebuild into canon if selected,
