source,url,date_checked,title,budget,currency,category,offers_count,brief,fits_whom(Vlad/Nastya/both),pay_mode(IP_Nastya/SE_Vlad/clarify),risk(low/med/high),est_hours,effective_rate,verdict(take/skip),boosts_kwork,response_template_id,notes
live_kwork_project_html,https://kwork.ru/projects/3198330,2026-06-16,Интернет-магазин на существующем сайте,30000,RUB,mixed_business_task,1,"Можно через ТЗ, структуру каталога и базовую реализацию",Vlad,SE_Vlad,med,20,1500,take,PARITY,short_with_boundaries,"buyer_orders=3; hire_percent=100; risk=Разработка под ключ может быть шире навыков/срока; action=Предложить discovery + ТЗ + MVP-каталог, не обещать полный e-commerce без аудита"
live_kwork_project_html,https://kwork.ru/projects/3186458,2026-06-16,Сайт детского спортивного психолога,30000,RUB,mixed_business_task,1,"Нужна суть продукта, структура, тексты, сайт",Vlad,SE_Vlad,low,14,2143,take,TAKE_AS_POSITIONING,short_with_boundaries,"buyer_orders=39; hire_percent=40; risk=Дизайн/разработка могут съесть бюджет; action=Предложить структуру сайта, оффер, тексты, прототип; разработку отдельно"
live_kwork_project_html,https://kwork.ru/projects/3198231,2026-06-16,Холодные звонки по базе для выхода на ЛПР,45000,RUB,mixed_business_task,2,"B2B навык есть, но это операционный колл-центр",Vlad,SE_Vlad,high,25,1800,skip,LOSE,short_with_boundaries,"buyer_orders=29; hire_percent=25; risk=Не наш формат, высокая эмоциональная цена; action=Не брать как звонки; можно предложить скрипт, сегментацию и CRM-таблицу"
live_kwork_project_html,https://kwork.ru/projects/3198105,2026-06-16,"Рутина интернет-магазина: товары, таблицы, нейросети",1500,RUB,tables_analytics,1,"Совпадает с аккуратной рутиной, таблицами, карточками",Nastya,IP_Nastya,low,2,750,take,TAKE_ONLY_FAST,short_with_boundaries,"buyer_orders=32; hire_percent=56; risk=Очень низкий чек; action=Брать только тестом 1-2 часа, не обещать долгую ручную рутину"
live_kwork_project_html,https://kwork.ru/projects/3198119,2026-06-16,Руководство по 1С УНФ: контракты и заявки,2000,RUB,accounting_tables_1c,4,Настин 1С/договорный контекст,Nastya,IP_Nastya,med,3,667,take,TAKE_IF_EXPERTISE,nastya_osv_1c,"buyer_orders=382; hire_percent=90; risk=Нужна точная версия 1С УНФ; action=Попросить версию 1С, скрины, цель инструкции, сделать пошаговый документ"
live_kwork_project_html,https://kwork.ru/projects/2923776,2026-06-16,Google Script для отправки писем с вложениями,3000,RUB,tables_analytics,17,"Простая автоматизация, таблицы, файлы, письма",Vlad,SE_Vlad,low,3,1000,take,TAKE_FAST,short_with_boundaries,"buyer_orders=89; hire_percent=60; risk=Много предложений, нужен быстрый отклик; action=Дать короткий ответ: проверю структуру файлов, сделаю скрипт, тест, инструкцию"
live_kwork_project_html,https://kwork.ru/projects/3198125,2026-06-16,Упаковка Авито аккаунта,5000,RUB,mixed_business_task,1,"Фирменный стиль, шаблоны, карточки, тексты",Vlad,SE_Vlad,med,5,1000,take,PARITY,short_with_boundaries,"buyer_orders=1; hire_percent=0; risk=Не основной профиль без визуального портфолио; action=Взять только как структура, тексты и ТЗ для дизайна"
live_kwork_project_html,https://kwork.ru/projects/3197770,2026-06-16,Доработка отчета DataLens,30000,RUB,tables_analytics,1,"Аналитический отчет, метрики, таблицы",Vlad,SE_Vlad,med,12,2500,take,TAKE_IF_ACCESS,short_with_boundaries,"buyer_orders=1; hire_percent=0; risk=Нужен опыт DataLens и доступ; action=Попросить ТЗ, текущий дашборд, список показателей, источники данных"
live_kwork_project_html,https://kwork.ru/projects/3197570,2026-06-16,WordPress сайт с Supabase и SEO-страницами,30000,RUB,wordpress_content_cards,1,"Технически близко, но объем большой: PHP, Bricks, ACF, Supabase 90k отелей",Vlad,SE_Vlad,high,35,857,skip,DANGER,short_with_boundaries,"buyer_orders=49; hire_percent=54; risk=Недооценка разработки почти гарантирована; action=Не брать под ключ; предложить аудит, архитектуру и декомпозицию"
live_kwork_project_html,https://kwork.ru/projects/3197908,2026-06-16,Публикация карточек товара на досках объявлений,3000,RUB,wordpress_content_cards,1,"Карточки, интернет-магазин, аккуратная публикация",Nastya,IP_Nastya,low,3,1000,take,TAKE_FAST,nastya_content_upload,"buyer_orders=1002; hire_percent=37; risk=Рутина и возможные правила площадок; action=Брать как тест: 10 карточек, чек-лист полей, отчет о публикациях"
live_kwork_project_html,https://kwork.ru/projects/3198573,2026-06-16,Размещение и оформление SEO-статьи на WordPress,6000,RUB,wordpress_content_cards,1,Прямое совпадение с контентным кворком,Nastya,IP_Nastya,low,3,2000,take,TAKE,nastya_content_upload,"buyer_orders=383; hire_percent=33; risk=Нужен доступ к WP и пример оформления; action=Попросить доступ, статью, шаблон, SEO-title/description, картинку"
live_kwork_project_html,https://kwork.ru/projects/3198051,2026-06-16,Восстановить WordPress сайт из вебархива,6000,RUB,wordpress_content_cards,1,Можно попробовать как восстановление контента/структуры,Vlad,SE_Vlad,med,6,1000,take,PARITY,short_with_boundaries,buyer_orders=11; hire_percent=33; risk=Полное восстановление дизайна может быть шире; action=Взять только после просмотра вебархива и объема страниц
live_kwork_project_html,https://kwork.ru/projects/3195315,2026-06-16,Заявка на сертификаты соответствия для мебели,9000,RUB,contracts_certification_documents,1,"Сертификация, документы, перечни, группы товаров",Nastya,IP_Nastya,low,6,1500,take,TAKE,nastya_documents_boundary,"buyer_orders=85; hire_percent=80; risk=Не обещать выдачу сертификата; action=Разобрать комплект, таблицу позиций, вопросы к органу сертификации, чек-лист недостающего"
live_kwork_project_html,https://kwork.ru/projects/3198018,2026-06-16,Вывод товара в розничные сети и договор поставки,9000,RUB,contracts_certification_documents,1,"Поставка, договор, розничные сети, коммерческая логика",Nastya,IP_Nastya,med,7,1286,take,TAKE_WITH_BOUNDARY,nastya_documents_boundary,"buyer_orders=18; hire_percent=67; risk=Не обещать одобрение сети; action=Предложить пакет: КП, список сетей, письмо, карта требований, договорные риски"
live_kwork_project_html,https://kwork.ru/projects/3198106,2026-06-16,Поиск тендеров и подготовка заявки,9000,RUB,contracts_certification_documents,1,"Совпадает со скрином: тендеры, ЭЦП не дается, удаленный доступ",Nastya,IP_Nastya,med,5,1800,take,TAKE,nastya_documents_boundary,"buyer_orders=4; hire_percent=100; risk=Риск ЭЦП и чужих кабинетов; action=Зафиксировать: без ЭЦП, только поиск, чек-лист, документы, текст заявки"
live_kwork_project_html,https://kwork.ru/projects/3193260,2026-06-16,Rich-контент и инфографика для Ozon,30000,RUB,mixed_business_task,1,"Маркетплейсы и смысловая воронка близко, дизайн слабее",Nastya,IP_Nastya,med,15,2000,take,PARITY,short_with_boundaries,buyer_orders=2; hire_percent=100; risk=Нужен дизайнерский портфель; action=Брать только текстовую структуру карточки и ТЗ для дизайнера
live_kwork_project_html,https://kwork.ru/projects/3198066,2026-06-16,100 холодных звонков по базе владельцев бизнеса,9000,RUB,mixed_business_task,1,"Продажи есть, но работа телефонного оператора",Vlad,SE_Vlad,high,12,750,skip,LOSE,short_with_boundaries,"buyer_orders=8; hire_percent=43; risk=Не тот формат, низкая ставка; action=Можно предложить скрипт звонка, сегментацию, таблицу статусов"
live_kwork_project_html,https://kwork.ru/projects/3195831,2026-06-16,Разобраться в Python скриптах Telegram-ботов и API биржи,36000,RUB,python_parsing_bots,1,"Python, Telegram, API, debug - хорошее направление",Vlad,SE_Vlad,med,16,2250,take,TAKE_IF_REPO,short_with_boundaries,"buyer_orders=4; hire_percent=100; risk=Нужен доступ к коду и тестовой среде; action=Попросить репозиторий/архив, ошибку, .env.example без секретов, сценарий воспроизведения"
live_kwork_project_html,https://kwork.ru/projects/2503131,2026-06-16,Интеграция сайта на 1С-Битрикс и 1С,10000,RUB,accounting_tables_1c,3,"Интеграционная логика близка, но 1С-Битрикс глубже",Vlad,SE_Vlad,med,10,1000,take,PARITY,short_with_boundaries,buyer_orders=29; hire_percent=50; risk=Риск старого модуля и чужой 1С; action=Брать только диагностику и ТЗ на восстановление обмена
live_kwork_project_html,https://kwork.ru/projects/3197398,2026-06-16,"Маркировка товара Честный знак, косметика",30000,RUB,accounting_tables_1c,1,"Документы, маркировка, 1С, товарные группы",Nastya,IP_Nastya,med,10,3000,take,PARITY,short_with_boundaries,buyer_orders=1; hire_percent=100; risk=Нужна точная экспертиза по маркировке; action=Брать только консультационный разбор и список действий после уточнения опыта
live_kwork_project_html,https://kwork.ru/projects/3198398,2026-06-16,Реклама премиум-кухонь в Москве и МО,75000,RUB,mixed_business_task,1,B2B/GTM частично близко,Vlad,SE_Vlad,high,25,3000,skip,LOSE,short_with_boundaries,"buyer_orders=10; hire_percent=100; risk=Нужен директолог с кейсами, это не стартовый профиль; action=Не брать; можно предложить аудит воронки и КП"
live_kwork_project_html,https://kwork.ru/projects/3198531,2026-06-16,B2B бренд-стратегия и GTM для технологического продукта,200000,RUB,b2b_packaging,1,"Сильная зона Vlad: B2B, технологические продукты, GTM, упаковка",Vlad,SE_Vlad,low,30,6667,take,TAKE_DISCOVERY_ONLY,vlad_b2b_packaging,"buyer_orders=15; hire_percent=13; risk=Покупатель ждет агентство и кейсы; action=Предложить paid discovery: интервью, гипотезы ICP, карта оффера, план GTM"
live_kwork_project_html,https://kwork.ru/projects/3192274,2026-06-16,Поиск покупателя для готового AI-стартапа,90000,RUB,mixed_business_task,1,"AI-продукт, buyer list, упаковка сделки",Vlad,SE_Vlad,med,20,4500,take,PARITY,vlad_ai_crm,"buyer_orders=39; hire_percent=58; risk=Продажа стартапа без базы инвесторов сложна; action=Предложить список гипотез покупателей, питч, письмо, CRM-таблицу"
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/01_tender_search_application.png,2026-06-15,Поиск тендеров и подготовка заявки,3000,RUB,contracts_certification_documents,0,Скрин подтверждает спрос на заявки и ЭЦП-границы,Nastya,IP_Nastya,high,3,1000,take,TAKE,nastya_documents_boundary,buyer_orders=4; hire_percent=100; risk=Нельзя работать чужой ЭЦП; action=Отклик из файла spouse_kwork/12_KWORK_REQUEST_EXAMPLES_FROM_SCREENSHOTS_RU.md
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/02_client_search.png,2026-06-15,Поиск 5 клиентов,10000,RUB,lead_search,5,Проверка ICP и базы клиентов,Vlad,SE_Vlad,high,4,2500,take,TAKE_TEST,short_with_boundaries,buyer_orders=12; hire_percent=27; risk=Нельзя обещать продажи; action=Собрать 5 клиентов с источником и причиной попадания
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/04_certificate_application.png,2026-06-15,Помощь в оформлении заявки на сертификат соответствия,3000,RUB,contracts_certification_documents,2,"Документы, спецификация, перечень изделий",Nastya,IP_Nastya,low,3,1000,take,TAKE,nastya_documents_boundary,"buyer_orders=85; hire_percent=80; risk=Не обещать выдачу сертификата; action=Разобрать файлы, сгруппировать позиции, дать вопросы к органу сертификации"
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/05_product_photos_cards.png,2026-06-15,Фото и описания для карточек товаров,6000,RUB,wordpress_content_cards,6,"Товарные карточки, фото, описания, прайс",Nastya,IP_Nastya,med,5,1200,take,TAKE_TEST,nastya_content_upload,"buyer_orders=5; hire_percent=75; risk=Риск чужих фото и инфографики; action=Тест 5-10 товаров, только разрешенные источники фото"
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/08_xmind_geography_travel.png,2026-06-15,XMind схема по географии и путешествиям,5000,RUB,tz_structure_gantt,10,"Структурирование, mind map, инструкция",Vlad,SE_Vlad,low,4,1250,take,TAKE_FAST,vlad_tz_gantt,buyer_orders=4; hire_percent=75; risk=Низкий чек при большом объеме; action=Сначала один фрагмент схемы и правило подсчета ячеек
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/09_gemini_prompt.png,2026-06-15,Промпт для Gemini,1000,RUB,mixed_business_task,16,"Промпты есть, но чек слишком низкий и конкуренция высокая",Vlad,SE_Vlad,high,2,500,skip,LOSE_LOW_CHECK,short_with_boundaries,buyer_orders=250; hire_percent=37; risk=Забирает внимание за копейки; action=Брать только как быстрый шаблон без переписки
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/10_bathhouse_technical_spec.png,2026-06-15,ТЗ на проектирование бани,7000,RUB,tz_structure_gantt,2,"Можно собрать ТЗ, вопросы, чек-лист исходных данных",Vlad,SE_Vlad,low,4,1750,take,TAKE_AS_TZ_ONLY,vlad_tz_gantt,"buyer_orders=26; hire_percent=70; risk=Не делать инженерный проект; action=Отклик: не проектирую, но соберу ТЗ для инженера"
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/11_wordpress_articles.png,2026-06-15,Разместить 10 готовых статей на WordPress,1000,RUB,wordpress_content_cards,14,"Задача понятна, но цена слабая",Nastya,IP_Nastya,high,3,333,skip,LOSE_LOW_CHECK,nastya_content_upload,buyer_orders=26; hire_percent=43; risk=Слишком низкая ставка и доступ к сайту; action=Брать только при повышении бюджета или пакетом
local_screenshot_order,spouse_kwork/assets/kwork_request_screenshots/15_bank_mfo_legal_dispute.png,2026-06-15,Спор с банком или МФО для ИП/ООО,5000,RUB,contracts_certification_documents,13,"Договор, начисления, позиция, таблица спора",Nastya,IP_Nastya,med,5,1000,take,TAKE_WITH_BOUNDARY,nastya_documents_boundary,"buyer_orders=1; hire_percent=0; risk=Не обещать судебный результат; action=Собрать хронологию, таблицу начислений, спорные пункты, вопросы юристу"
